product,title,rating,body
Cosco Racquet Kit Bag (Model Tour),"5.0 out of 5 stars
Five Stars",5.0,"Good quality bag for tennis. Could easily carry two rackets with warm up stuff
Read more"
Cosco Racquet Kit Bag (Model Tour),"1.0 out of 5 stars
the price is not real, very to the much extra",1.0,"this bag costs 400/- maximum, the price is given is wrong one..I have own this bag, bought thrice, using it..bought at 350/- ...So please dont buy this bag at this rate..For trust and faith on me plz visit the other websites for the rate like Healthkart ...Search cosoco racket kit bag before buy it..
Read more"
Cosco Racquet Kit Bag (Model Tour),"5.0 out of 5 stars
Value for Money 👍👍",5.0,"Value for Money product
Read more"
Cosco Racquet Kit Bag (Model Tour),"2.0 out of 5 stars
Does the job",2.0,"Probably a knock off, but serves the purpose, as there are no available alternates at this price point
Read more"
Hipkoo Sports Diverse Badminton Shuttlecock with Net Set | 10 Nylon Shuttlecocks and 1 Net | Ideal for Beginner | Strong a...,"3.0 out of 5 stars
Ok",3.0,"Ok
Read more"
Hipkoo Sports Diverse Badminton Shuttlecock with Net Set | 10 Nylon Shuttlecocks and 1 Net | Ideal for Beginner | Strong a...,"2.0 out of 5 stars
Shuttle cock",2.0,"The quality of shuttle cock was not good.
Read more"
nivia Men's HY-Court White Faux Leather Badminton Shoes (UK 06),"4.0 out of 5 stars
👍👍👍",4.0,"Good product 👍
Read more"
nivia Men's HY-Court White Faux Leather Badminton Shoes (UK 06),"5.0 out of 5 stars
Five Stars",5.0,"Very nice product and packaging
Read more"
"JJ Jonex Leader-1000 Badminton Racket, Multicolor, M","4.0 out of 5 stars
Good",4.0,"Earlier the seller sent defective product but later the same was replaced by him. Overall product is good
Read more"
Ashaway Palladium Xt 2000 Strung Racquet with Full Cover,"5.0 out of 5 stars
PREMIUM RANGE RACKET",5.0,"First of all, its mentioned head heavy but its an even balanced racket. Have decent power for back court smashes and good control for front court dribbles. Using this racket for more than one month. I feel it have everything . Super package
Read more"
"Jonex Big Sport Bag Badminton, Tennis, Squash, Size Large","4.0 out of 5 stars
Good size ideal",4.0,"Good stuff
Read more"
"Jonex Big Sport Bag Badminton, Tennis, Squash, Size Large","1.0 out of 5 stars
One Star",1.0,"Not user friendly
Read more"
Hipkoo Sports Junior Player Aluminum Badminton Complete Racquets Set | 2 Wide Body Rackets with Cover and 3 Feather Shuttl...,"3.0 out of 5 stars
Only good",3.0,"Only good. Broken after two days
Read more"
Hipkoo Sports Junior Player Aluminum Badminton Complete Racquets Set | 2 Wide Body Rackets with Cover and 3 Feather Shuttl...,"1.0 out of 5 stars
Pdt s so bad...",1.0,"The media could not be loaded.
                



 The pdt s so bad quality...the string all went..low quality pdt..the pdt s damage..I didn't like the pdt..very very bad..my first experience..I need a gud 1
Read more"
"YONEX Nanoray 6000I G4-U Aluminum Badminton Racquet with Full Cover, Red","5.0 out of 5 stars
Very good",5.0,"Very good awesome worthy usefulAnd very thankyou for this product . A  and I want combo offer for this
Read more"
Vinay Sales Long Durable Nylon Shuttlecock (Multicolour) - Pack of 10,"1.0 out of 5 stars
Product which i received is different from the images that were shown..worst product",1.0,"Low quality product.. Dont buy this worst product
Read more"
Vinay Sales Long Durable Nylon Shuttlecock (Multicolour) - Pack of 10,"1.0 out of 5 stars
Worse experience",1.0,"Very low quality
Read more"
"Li-Ning G-Force X5 Carbon Fibre Badminton Racket with Free Full Cover(79 Grams, 28 Lbs) (Black/Teal/Gold)","5.0 out of 5 stars
Good quality racquet for beginner to intermidiate player",5.0,"Good quality racquet for beginner to intermidiate player. Better to restring for better performance.
Read more"
"Li-Ning G-Force X5 Carbon Fibre Badminton Racket with Free Full Cover(79 Grams, 28 Lbs) (Black/Teal/Gold)","5.0 out of 5 stars
Good",5.0,"This racket is good but the is written na 79 gran that is not true if there the string is attached the total weight is 87 gram. But the racket is best for playing
Read more"
"Forgesy Nylon Badminton Shuttlecock, Pack of 10 Shuttles (Green)","1.0 out of 5 stars
Base is PU [poly urethane] and NOT cork as shown on product page.",1.0,"The product is not as shown in pictures. The base material is PU [poly urethane] and not cork as shown in the pictures. All cocks are squished and out of shape. The shuttle cock is too light and does not reach the other side of the court sometimes even when hitting at full power. The base came off in 15-20 minutes of playing. Whereas we can play with Yonex shuttlecock for a month before it breaks. Even after gluing the base to the skirt [this also increased the weight and made it more playable], the base got compressed and the skirt broke off after 2 days. [photos in review of a new and unused one]
Read more"
"Forgesy Nylon Badminton Shuttlecock, Pack of 10 Shuttles (Green)","1.0 out of 5 stars
Poor quality.",1.0,"Quality is very poor. The cork detaches from the plastic feather after a few strokes by the shuttle bat.  Not worth the money I spent.
Read more"
